"Task_ID","Coupon_Title"
"355536","邀請優惠"
"355537","邀請優惠"
"355543","邀請優惠"
"355546","邀請優惠"
"355549","註冊優惠"
"355553","邀請優惠"
"355554","邀請優惠"
"355556","邀請優惠"
"355559","優惠券"
"355563","邀請優惠"
"355564","15分未達優惠"
"355572","50元優惠券"
"355575","註冊優惠"
"355577","嗨到集點-三點獎勵"
"355585","50元優惠券"
"355586","50元優惠券"
"355589","15分未達優惠"
"355590","15分未達優惠"
"355599","台新卡友禮遇"
"355601","優惠券"
"355606","優惠券"
"355617","邀請優惠"
"355618","嗨到集點-六點獎勵"
"355623","優惠券"
"355627","50元優惠券"
"355629","推播優惠"
"355630","註冊優惠"
"355634","邀請優惠"
"355638","會員回饋"
"355642","註冊優惠"
"355647","邀請優惠"
"355648","邀請優惠"
"355651","優惠券"
"355653","邀請優惠"
"355654","邀請優惠"
"355657","註冊優惠"
"355666","邀請優惠"
"355667","邀請優惠"
"355668","台新卡友禮遇"
"355670","台新卡友禮遇"
"355673","優惠券"
"355675","嗨到集點-十點獎勵"
"355676","推播優惠"
"355683","推播優惠"
"355715","推播優惠"
"355724","邀請優惠"
"355729","優惠券"
"355730","優惠券"
"355739","15分未達優惠"
"355740","15分未達優惠"
"355741","邀請優惠"
"355742","邀請優惠"
"355743","推播優惠"
"355744","推播優惠"
"355745","推播優惠"
"355746","推播優惠"
"355749","15分未達優惠"
"355753","邀請優惠"
"355755","推播優惠"
"355757","50元優惠券"
"355760","註冊優惠"
"355761","註冊優惠"
"355762","15分未達優惠"
"355763","註冊優惠"
"355771","推播優惠"
"355790","邀請優惠"
"355791","邀請優惠"
"355792","邀請優惠"
"355794","邀請優惠"
"355799","註冊優惠"
"355801","優惠券"
"355803","註冊優惠"
"355811","邀請優惠"
"355813","邀請優惠"
"355814","邀請優惠"
"355818","推播優惠"
"355819","推播優惠"
"355820","50元優惠券"
"355822","推播優惠"
"355823","註冊優惠"
"355825","15分未達優惠"
"355827","嗨到集點-十點獎勵"
"355832","邀請優惠"
"355833","註冊優惠"
"355835","註冊優惠"
"355837","15分未達優惠"
"355839","推播優惠"
"355841","15分未達優惠"
"355843","推播優惠"
"355854","優惠券"
"355855","50元優惠券"
"355857","嗨到集點-三點獎勵"
"355858","嗨到集點-三點獎勵"
"355859","台新卡友禮遇"
"355860","註冊優惠"
"355861","推播優惠"
"355863","嗨到集點-六點獎勵"
"355865","推播優惠"
"355866","推播優惠"
"355868","嗨到集點-六點獎勵"
"355870","推播優惠"
"355881","推播優惠"
"355882","優惠券"
"355885","50元優惠券"
"355895","嗨到集點-十點獎勵"
"355899","50元優惠券"
"355901","註冊優惠"
"355904","邀請優惠"
"355921","優惠券"
"355922","邀請優惠"
"355928","推播優惠"
"355930","推播優惠"
"355944","註冊優惠"
"355946","註冊優惠"
"355950","信用卡綁定優惠"
"355954","15分未達優惠"
"355964","推播優惠"
"355969","註冊優惠"
"355972","信用卡綁定優惠"
"355975","貴賓回饋優惠券"
"355978","推播優惠"
"355981","貴賓回饋優惠券"
"355984","貴賓回饋優惠券"
"355986","邀請優惠"
"355991","推播優惠"
"355994","推播優惠"
"356002","註冊優惠"
"356003","15分未達優惠"
"356006","嗨到集點-三點獎勵"
"356008","300首用優惠"
"356010","邀請優惠"
"356011","邀請優惠"
"356014","邀請優惠"
"356015","邀請優惠"
"356016","邀請優惠"
"356017","邀請優惠"
"356018","邀請優惠"
"356026","推播優惠"
"356027","信用卡綁定優惠"
"356028","嗨到集點-六點獎勵"
"356029","邀請優惠"
"356030","邀請優惠"
"356032","邀請優惠"
"356033","邀請優惠"
"356046","信用卡綁定優惠"
"356055","15分未達優惠"
"356061","15分未達優惠"
"356062","註冊優惠"
"356068","優惠券"
"356073","line首次優惠"
"356074","15分未達優惠"
"356097","邀請優惠"
"356099","邀請優惠"
"356102","註冊優惠"
"356105","推播優惠"
"356106","嗨到集點-六點獎勵"
"356111","台新卡友禮遇"
"356120","註冊優惠"
"356121","50元優惠券"
"356124","優惠券"
"356129","邀請優惠"
"356133","註冊優惠"
"356136","註冊優惠"
"356137","台新卡友禮遇"
"356147","幫朋友叫代駕獎勵"
"356152","優惠券"
"356153","嗨到集點-六點獎勵"
"356160","優惠券"
"356165","優惠券"
"356166","邀請優惠"
"356167","推播優惠"
"356172","推播優惠"
"356174","優惠券"
"356175","50元優惠券"
"356177","邀請優惠"
"356184","嗨到集點-三點獎勵"
"356187","註冊優惠"
"356188","優惠券"
"356190","嗨到集點-十點獎勵"
"356192","邀請優惠"
"356194","邀請優惠"
"356195","嗨到集點-十點獎勵"
"356199","信用卡綁定優惠"
"356203","50元優惠券"
"356205","優惠券"
"356207","邀請優惠"
"356208","邀請優惠"
"356212","優惠券"
"356215","15分未達優惠"
"356220","邀請優惠"
"356237","註冊優惠"
"356244","優惠券"
"356251","優惠券"
"356254","優惠券"
"356255","貴賓回饋優惠券"
"356256","推播優惠"
"356257","推播優惠"
"356260","50元優惠券"
"356269","嗨到集點-三點獎勵"
"356270","推播優惠"
"356273","優惠券"
"356274","註冊優惠"
"356278","台新信用卡首用優惠"
"356279","台新信用卡首用優惠"
"356282","優惠券"
"356284","邀請優惠"
"356287","推播優惠"
"356289","推播優惠"
"356290","50元優惠券"
"356291","邀請優惠"
"356294","優惠券"
"356300","邀請優惠"
"356312","邀請優惠"
"356314","50元優惠券"
"356315","幫朋友叫代駕獎勵"
"356316","註冊優惠"
"356325","優惠券"
"356342","嗨到集點-六點獎勵"
"356346","註冊優惠"
"356361","註冊優惠"
"356364","嗨到集點-六點獎勵"
"356366","信用卡綁定優惠"
"356367","註冊優惠"
"356368","註冊優惠"
"356369","註冊優惠"
"356371","50元優惠券"
"356372","嗨到集點-六點獎勵"
"356375","嗨到集點-六點獎勵"
"356376","15分未達優惠"
"356377","優惠券"
"356379","50元優惠券"
"356380","優惠券"
"356381","15分未達優惠"
"356387","15分未達優惠"
"356388","優惠券"
"356390","優惠券"
"356391","50元優惠券"
"356392","50元優惠券"
"356393","註冊優惠"
"356394","嗨到集點-六點獎勵"
"356397","50元優惠券"
"356398","50元優惠券"
"356405","嗨到集點-六點獎勵"
"356418","推播優惠"
"356429","邀請優惠"
"356440","50元優惠券"
"356442","推播優惠"
"356448","推播優惠"
"356449","邀請優惠"
"356466","邀請優惠"
"356470","15分未達優惠"
"356478","邀請優惠"
"356489","50元優惠券"
"356494","註冊優惠"
"356498","推播優惠"
"356507","邀請優惠"
"356508","邀請優惠"
"356513","優惠券"
"356515","優惠券"
"356524","15分未達優惠"
"356530","邀請優惠"
"356533","台新卡友禮遇"
"356534","信用卡綁定優惠"
"356539","邀請優惠"
"356545","嗨到集點-十點獎勵"
"356560","推播優惠"
"356561","推播優惠"
"356562","優惠券"
"356567","推播優惠"
"356572","邀請優惠"
"356573","推播優惠"
"356574","推播優惠"
"356584","註冊優惠"
"356589","15分未達優惠"
"356604","註冊優惠"
"356609","推播優惠"
"356611","推播優惠"
"356612","優惠券"
"356620","優惠券"
"356632","嗨到集點-十點獎勵"
"356634","50元優惠券"
"356637","推播優惠"
"356639","邀請優惠"
"356640","邀請優惠"
"356641","嗨到集點-十點獎勵"
"356644","邀請優惠"
"356652","註冊優惠"
"356655","推播優惠"
"356663","註冊優惠"
"356666","15分未達優惠"
"356667","信用卡綁定優惠"
"356676","推播優惠"
"356685","邀請優惠"
"356690","註冊優惠"
"356693","推播優惠"
"356696","推播優惠"
"356697","推播優惠"
"356700","15分未達優惠"
"356701","推播優惠"
"356709","推播優惠"
"356715","推播優惠"
"356716","嗨到集點-三點獎勵"
"356718","推播優惠"
"356724","推播優惠"
"356742","優惠券"
"356746","註冊優惠"
"356751","推播優惠"
"356757","50元優惠券"
"356758","推播優惠"
"356760","推播優惠"
"356767","註冊優惠"
"356768","嗨到集點-十點獎勵"
"356783","信用卡綁定優惠"
"356784","邀請優惠"
"356786","優惠券"
"356791","邀請優惠"
"356810","推播優惠"
"356812","15分未達優惠"
"356814","50元優惠券"
"356815","15分未達優惠"
"356822","優惠券"
"356823","嗨到集點-十點獎勵"
"356840","優惠券"
"356841","優惠券"
"356844","註冊優惠"
"356854","優惠券"
"356861","註冊優惠"
"356863","line首次優惠"
"356864","註冊優惠"
"356865","信用卡綁定優惠"
"356873","幫朋友叫代駕獎勵"
"356874","幫朋友叫代駕獎勵"
"356878","推播優惠"
"356882","優惠券"
"356883","信用卡綁定優惠"
"356886","推播優惠"
"356887","邀請優惠"
"356891","推播優惠"
"356892","嗨到集點-三點獎勵"
"356896","line首次優惠"
"356901","邀請優惠"
"356903","幫朋友叫代駕獎勵"
"356905","註冊優惠"
"356906","嗨到集點-三點獎勵"
"356907","推播優惠"
"356908","邀請優惠"
"356910","優惠券"
"356923","邀請優惠"
"356931","註冊優惠"
"356943","推播優惠"
"356949","推播優惠"
"356954","15分未達優惠"
"356961","優惠券"
"356964","嗨到集點-十點獎勵"
"356966","推播優惠"
"356967","嗨到集點-十點獎勵"
"356976","優惠券"
"356979","15分未達優惠"
"356980","註冊優惠"
"356982","50元優惠券"
"356990","推播優惠"
"356994","15分未達優惠"
"356995","推播優惠"
"356996","15分未達優惠"
"356997","推播優惠"
"356999","15分未達優惠"
"357000","15分未達優惠"
"357006","嗨到集點-六點獎勵"
"357007","優惠券"
"357008","嗨到集點-六點獎勵"
"357010","優惠券"
"357011","推播優惠"
"357012","15分未達優惠"
"357013","嗨到集點-六點獎勵"
"357015","註冊優惠"
"357016","15分未達優惠"
"357017","15分未達優惠"
"357019","15分未達優惠"
"357020","推播優惠"
"357021","邀請優惠"
"357024","嗨到集點-三點獎勵"
"357025","嗨到集點-三點獎勵"
"357027","15分未達優惠"
"357035","邀請優惠"
"357037","信用卡綁定優惠"
"357040","嗨到集點-六點獎勵"
"357043","嗨到集點-六點獎勵"
"357044","嗨到集點-六點獎勵"
"357047","優惠券"
"357048","line首次優惠"
"357057","台新卡友禮遇"
"357067","優惠券"
"357077","台新卡友禮遇"
"357078","推播優惠"
"357085","台新卡友禮遇"
"357089","註冊優惠"
"357094","優惠券"
"357096","嗨到集點-三點獎勵"
"357097","優惠券"
"357098","台新信用卡首用優惠"
"357100","註冊優惠"
"357102","註冊優惠"
"357107","註冊優惠"
"357114","50元優惠券"
"357116","15分未達優惠"
"357124","優惠券"
"357125","15分未達優惠"
"357126","註冊優惠"
"357128","嗨到集點-六點獎勵"
"357130","推播優惠"
"357131","50元優惠券"
"357134","邀請優惠"
"357138","邀請優惠"
"357139","50元優惠券"
"357140","15分未達優惠"
"357141","推播優惠"
"357146","50元優惠券"
"357147","邀請優惠"
"357148","50元優惠券"
"357151","舊用戶完成搭乘每趟里程可折抵代駕金 NT100 元優惠禮遇"
"357154","推播優惠"
"357159","推播優惠"
"357161","推播優惠"
"357171","推播優惠"
"357173","南天扶輪社貴賓"
"357183","台新卡友禮遇"
"357186","line首次優惠"
"357187","嗨到集點-三點獎勵"
"357194","50元優惠券"
"357198","50元優惠券"
"357202","註冊優惠"
"357204","邀請優惠"
"357207","推播優惠"
"357210","邀請優惠"
"357211","邀請優惠"
"357212","邀請優惠"
"357223","註冊優惠"
"357235","15分未達優惠"
"357236","邀請優惠"
"357238","50元優惠券"
"357248","15分未達優惠"
"357251","15分未達優惠"
"357258","註冊優惠"
"357266","註冊優惠"
"357271","註冊優惠"
"357272","註冊優惠"
"357275","註冊優惠"
"357277","註冊優惠"
"357279","註冊優惠"
"357280","註冊優惠"
"357287","嗨到集點-十點獎勵"
"357288","註冊優惠"
"357289","註冊優惠"
"357296","推播優惠"
"357303","邀請優惠"
"357304","優惠券"
"357305","註冊優惠"
"357308","註冊優惠"
"357309","註冊優惠"
"357311","推播優惠"
"357312","註冊優惠"
"357318","邀請優惠"
"357326","註冊優惠"
"357331","幫朋友叫代駕獎勵"
"357334","邀請優惠"
"357335","優惠券"
"357338","邀請優惠"
"357342","註冊優惠"
"357345","註冊優惠"
"357346","註冊優惠"
"357355","信用卡綁定優惠"
"357356","15分未達優惠"
"357359","15分未達優惠"
"357360","邀請優惠"
"357367","幫朋友叫代駕獎勵"
"357375","嗨到集點-三點獎勵"
"357376","嗨到集點-六點獎勵"
"357377","50元優惠券"
"357379","嗨到集點-三點獎勵"
"357383","邀請優惠"
"357390","邀請優惠"
"357391","優惠券"
"357393","信用卡綁定優惠"
"357401","15分未達優惠"
"357403","嗨到集點-三點獎勵"
"357405","15分未達優惠"
"357406","15分未達優惠"
"357407","15分未達優惠"
"357408","15分未達優惠"
"357411","邀請優惠"
"357412","推播優惠"
"357414","15分未達優惠"
"357416","註冊優惠"
"357417","50元優惠券"
"357419","註冊優惠"
"357422","註冊優惠"
"357425","嗨到集點-十點獎勵"
"357437","邀請優惠"
"357438","邀請優惠"
"357456","邀請優惠"
"357462","邀請優惠"
"357470","推播優惠"
"357473","推播優惠"
"357475","註冊優惠"
"357476","註冊優惠"
"357484","註冊優惠"
"357485","註冊優惠"
"357487","邀請優惠"
"357488","邀請優惠"
"357490","邀請優惠"
"357493","AppWorks貴賓"
"357497","15分未達優惠"
"357499","優惠券"
"357506","15分未達優惠"
"357509","註冊優惠"
"357511","註冊優惠"
"357514","註冊優惠"
"357515","推播優惠"
"357529","信用卡綁定優惠"
"357530","邀請優惠"
"357534","50元優惠券"
"357535","優惠券"
"357536","優惠券"
"357538","嗨到集點-六點獎勵"
"357541","邀請優惠"
"357542","邀請優惠"
"357555","註冊優惠"
"357561","推播優惠"
"357567","優惠券"
"357576","註冊優惠"
"357577","50元優惠券"
"357585","嗨到集點-六點獎勵"
"357595","優惠券"
"357600","line首次優惠"
"357605","推播優惠"
"357628","優惠券"
"357637","註冊優惠"
"357641","優惠券"
"357651","邀請優惠"
"357658","15分未達優惠"
"357665","註冊優惠"
"357667","300元首用優惠券"
"357669","嗨到集點-十點獎勵"
"357670","15分未達優惠"
"357676","註冊優惠"
"357680","推播優惠"
"357681","50元優惠券"
"357685","15分未達優惠"
"357686","15分未達優惠"
"357691","50元優惠券"
"357692","幫朋友叫代駕獎勵"
"357693","15分未達優惠"
"357694","註冊優惠"
"357695","註冊優惠"
"357696","註冊優惠"
"357699","50元優惠券"
"357702","信用卡綁定優惠"
"357703","邀請優惠"
"357704","line首次優惠"
"357705","嗨到集點-十點獎勵"
"357707","嗨到集點-十點獎勵"
"357711","優惠券"
"357712","嗨到集點-六點獎勵"
"357722","嗨到集點-六點獎勵"
"357723","嗨到集點-六點獎勵"
"357728","推播優惠"
"357729","邀請優惠"
"357733","推播優惠"
"357734","推播優惠"
"357735","推播優惠"
"357736","註冊優惠"
"357738","推播優惠"
"357742","優惠券"
"357743","註冊優惠"
"357745","優惠券"
"357746","邀請優惠"
"357767","50元優惠券"
"357773","15分未達優惠"
"357777","註冊優惠"
"357778","line首次優惠"
"357783","註冊優惠"
"357784","推播優惠"
"357791","註冊優惠"
"357794","嗨到集點-六點獎勵"
"357797","推播優惠"
"357798","邀請優惠"
"357799","註冊優惠"
"357811","15分未達優惠"
"357814","優惠券"
"357815","推播優惠"
"357832","line首次優惠"
"357834","信用卡綁定優惠"
"357836","優惠券"
"357837","50元優惠券"
"357839","推播優惠"
"357842","嗨到集點-十點獎勵"
"357845","註冊優惠"
"357851","15分未達優惠"
"357855","推播優惠"
"357858","推播優惠"
"357866","邀請優惠"
"357869","推播優惠"
"357870","註冊優惠"
"357872","50元優惠券"
"357878","優惠券"
"357882","台新卡友禮遇"
"357888","50元優惠券"
"357894","優惠券"
"357903","50元優惠券"
"357904","推播優惠"
"357905","優惠券"
"357915","嗨到集點-十點獎勵"
"357916","50元優惠券"
"357934","註冊優惠"
"357941","優惠券"
"357945","信用卡綁定優惠"
"357948","註冊優惠"
"357950","line首次優惠"
"357953","邀請優惠"
"357954","註冊優惠"
"357957","註冊優惠"
"357960","信用卡綁定優惠"
"357963","註冊優惠"
"357969","50元優惠券"
"357970","優惠券"
"357971","優惠券"
"357974","50元優惠券"
"357985","邀請優惠"
"357991","推播優惠"
"357992","嗨到集點-十點獎勵"
"357995","50元優惠券"
"357997","會員回饋"
"357998","推播優惠"
"358002","舊用戶完成搭乘每趟里程可折抵代駕金 NT100 元優惠禮遇"
"358004","舊用戶完成搭乘每趟里程可折抵代駕金 NT100 元優惠禮遇"
"358007","邀請優惠"
"358009","邀請優惠"
"358010","註冊優惠"
"358025","15分未達優惠"
"358028","15分未達優惠"
"358030","推播優惠"
"358031","嗨到集點-六點獎勵"
"358036","嗨到集點-六點獎勵"
"358042","推播優惠"
"358049","50元優惠券"
"358052","兆豐卡友2020優惠"
"358060","優惠券"
"358062","邀請優惠"
"358063","邀請優惠"
"358066","優惠券"
"358068","邀請優惠"
"358071","註冊優惠"
"358072","註冊優惠"
"358090","15分未達優惠"
"358092","台新信用卡首用優惠"
"358093","台新信用卡首用優惠"
"358097","50元優惠券"
"358098","嗨到集點-六點獎勵"
"358105","50元優惠券"
"358106","註冊優惠"
"358109","邀請優惠"
"358114","50元優惠券"
"358121","優惠券"
"358122","15分未達優惠"
"358128","邀請優惠"
"358132","推播優惠"
"358133","信用卡綁定優惠"
"358136","邀請優惠"
"358137","註冊優惠"
"358140","推播優惠"
"358146","嗨到集點-三點獎勵"
"358147","嗨到集點-三點獎勵"
"358149","50元優惠券"
"358157","邀請優惠"
"358159","邀請優惠"
"358162","邀請優惠"
"358166","推播優惠"
"358169","邀請優惠"
"358170","邀請優惠"
"358173","邀請優惠"
"358174","優惠券"
"358177","line首次優惠"
"358178","推播優惠"
"358179","邀請優惠"
"358192","邀請優惠"
"358194","推播優惠"
"358197","推播優惠"
"358198","推播優惠"
"358200","註冊優惠"
"358201","50元優惠券"
"358202","嗨到集點-六點獎勵"
"358203","優惠券"
"358204","邀請優惠"
"358205","嗨到集點-六點獎勵"
"358210","優惠券"
"358216","50元優惠券"
"358217","嗨到集點-三點獎勵"
"358220","註冊優惠"
"358227","註冊優惠"
"358228","15分未達優惠"
"358234","嗨到集點-十點獎勵"
"358235","註冊優惠"
"358247","註冊優惠"
"358253","推播優惠"
"358257","優惠券"
"358259","嗨到集點-六點獎勵"
"358261","優惠券"
"358284","推播優惠"
"358285","註冊優惠"
"358286","嗨到集點-三點獎勵"
"358288","優惠券"
"358292","邀請優惠"
"358293","邀請優惠"
"358297","註冊優惠"
"358298","註冊優惠"
"358299","註冊優惠"
"358304","註冊優惠"
"358305","註冊優惠"
"358306","註冊優惠"
"358313","50元優惠券"
"358318","嗨到集點-六點獎勵"
"358322","推播優惠"
"358323","邀請優惠"
"358324","15分未達優惠"
"358326","15分未達優惠"
"358338","推播優惠"
"358339","推播優惠"
"358345","line首次優惠"
"358346","line首次優惠"
"358347","line首次優惠"
"358361","50元優惠券"
"358364","優惠券"
"358366","優惠券"
"358377","邀請優惠"
"358381","15分未達優惠"
"358382","15分未達優惠"
"358387","嗨到集點-六點獎勵"
"358391","邀請優惠"
"358392","註冊優惠"
"358393","邀請優惠"
"358402","邀請優惠"
"358404","50元優惠券"
"358412","15分未達優惠"
"358422","註冊優惠"
"358427","註冊優惠"
"358431","line首次優惠"
"358434","推播優惠"
"358443","嗨到集點-十點獎勵"
"358449","嗨到集點-六點獎勵"
"358450","嗨到集點-六點獎勵"
"358452","優惠券"
"358455","邀請優惠"
"358458","推播優惠"
"358460","推播優惠"
"358465","邀請優惠"
"358467","50元優惠券"
"358468","邀請優惠"
"358471","推播優惠"
"358473","優惠券"
"358474","推播優惠"
"358477","註冊優惠"
"358480","邀請優惠"
"358482","嗨到集點-三點獎勵"
"358483","註冊優惠"
"358484","50元優惠券"
"358486","註冊優惠"
"358488","推播優惠"
"358493","推播優惠"
"358494","推播優惠"
"358497","推播優惠"
"358499","line首次優惠"
"358503","推播優惠"
"358504","幫朋友叫代駕獎勵"
"358505","優惠券"
"358512","50元優惠券"
"358513","優惠券"
"358514","50元優惠券"
"358517","50元優惠券"
"358531","邀請優惠"
"358532","邀請優惠"
"358534","15分未達優惠"
"358537","註冊優惠"
"358543","推播優惠"
"358548","優惠券"
"358559","優惠券"
"358565","註冊優惠"
"358583","註冊優惠"
"358586","推播優惠"
"358589","50元優惠券"
"358596","嗨到集點-三點獎勵"
"358610","15分未達優惠"
"358614","優惠券"
"358616","邀請優惠"
"358622","註冊優惠"
"358628","50元優惠券"
"358634","邀請優惠"
"358637","邀請優惠"
"358638","嗨到集點-六點獎勵"
"358643","優惠券"
"358646","註冊優惠"
"358647","註冊優惠"
"358648","嗨到集點-三點獎勵"
"358655","註冊優惠"
"358656","註冊優惠"
"358657","邀請優惠"
"358674","邀請優惠"
"358689","邀請優惠"
"358704","推播優惠"
"358710","15分未達優惠"
"358721","舊用戶完成搭乘每趟里程可折抵代駕金 NT100 元優惠禮遇"
"358723","舊用戶完成搭乘每趟里程可折抵代駕金 NT100 元優惠禮遇"
"358727","推播優惠"
"358729","嗨到集點-三點獎勵"
"358733","嗨到集點-十點獎勵"
"358734","嗨到集點-三點獎勵"
"358737","邀請優惠"
"358747","嗨到集點-三點獎勵"
"358749","嗨到集點-三點獎勵"
"358753","幫朋友叫代駕獎勵"
"358755","優惠券"
"358757","信用卡綁定優惠"
"358758","邀請優惠"
"358761","15分未達優惠"
"358764","邀請優惠"
"358768","15分未達優惠"
"358777","優惠券"
"358780","15分未達優惠"
"358781","15分未達優惠"
"358788","50元優惠券"
"358793","邀請優惠"
"358802","推播優惠"
"358807","信用卡綁定優惠"
"358818","推播優惠"
"358819","優惠券"
"358829","註冊優惠"
"358833","優惠券"
"358839","推播優惠"
"358840","邀請優惠"
"358841","50元優惠券"
"358842","推播優惠"
"358845","推播優惠"
"358846","推播優惠"
"358847","邀請優惠"
"358867","優惠券"
"358877","註冊優惠"
"358896","註冊優惠"
"358902","邀請優惠"
"358911","邀請優惠"
"358913","信用卡綁定優惠"
"358915","信用卡綁定優惠"
"358918","推播優惠"
"358920","推播優惠"
"358925","50元優惠券"
"358930","邀請優惠"
"358937","邀請優惠"
"358948","邀請優惠"
"358949","信用卡綁定優惠"
"358950","嗨到集點-三點獎勵"
"358951","嗨到集點-十點獎勵"
"358957","優惠券"
"358958","貴賓禮遇"
"358960","50元優惠券"
"358966","註冊優惠"
"358968","邀請優惠"
"358971","優惠券"
"358973","信用卡綁定優惠"
"358974","信用卡綁定優惠"
"358975","推播優惠"
"358979","優惠券"
"358982","15分未達優惠"
"358983","15分未達優惠"
"358989","邀請優惠"
"358991","台新信用卡首用優惠"
"359000","優惠券"
"359002","台新信用卡首用優惠"
"359011","註冊優惠"
"359018","嗨到集點-六點獎勵"
"359020","優惠券"
"359026","推播優惠"
"359047","15分未達優惠"
"359048","15分未達優惠"
"359059","優惠券"
"359061","嗨到集點-三點獎勵"
"359063","15分未達優惠"
"359064","15分未達優惠"
"359072","推播優惠"
"359078","嗨到集點-三點獎勵"
"359080","優惠券"
"359082","嗨到集點-六點獎勵"
"359089","邀請優惠"
"359113","優惠券"
"359122","邀請優惠"
"359123","註冊優惠"
"359124","註冊優惠"
"359125","註冊優惠"
"359126","邀請優惠"
"359131","優惠券"
"359132","50元優惠券"
"359135","嗨到集點-十點獎勵"
"359136","15分未達優惠"
"359138","註冊優惠"
"359139","15分未達優惠"
"359144","幫朋友叫代駕獎勵"
"359146","幫朋友叫代駕獎勵"
"359149","註冊優惠"
"359153","推播優惠"
"359155","邀請優惠"
"359161","邀請優惠"
"359171","優惠券"
"359176","註冊優惠"
"359177","註冊優惠"
"359180","邀請優惠"
"359193","信用卡綁定優惠"
"359197","推播優惠"
"359198","註冊優惠"
"359199","註冊優惠"
"359200","15分未達優惠"
"359206","嗨到集點-六點獎勵"
"359216","邀請優惠"
"359219","嗨到集點-十點獎勵"
"359232","優惠券"
"359233","推播優惠"
"359245","邀請優惠"
"359249","推播優惠"
"359252","嗨到集點-六點獎勵"
"359253","台新信用卡首用優惠"
"359254","嗨到集點-六點獎勵"
"359267","信用卡綁定優惠"
"359269","信用卡綁定優惠"
"359273","推播優惠"
"359275","優惠券"
"359282","邀請優惠"
"359283","邀請優惠"
"359284","15分未達優惠"
"359291","客服代駕優惠"
"359306","嗨到集點-十點獎勵"
"359307","邀請優惠"
"359308","邀請優惠"
"359317","50元優惠券"
"359320","推播優惠"
"359325","line首次優惠"
"359334","註冊優惠"
"359335","註冊優惠"
"359338","推播優惠"
"359342","邀請優惠"
"359346","註冊優惠"
"359347","註冊優惠"
"359351","優惠券"
"359367","推播優惠"
"359368","邀請優惠"
"359372","嗨到集點-三點獎勵"
"359375","推播優惠"
"359378","嗨到集點-三點獎勵"
"359389","邀請優惠"
"359404","嗨到集點-十點獎勵"
"359410","邀請優惠"
"359427","邀請優惠"
"359429","邀請優惠"
"359430","邀請優惠"
"359432","15分未達優惠"
"359441","50元優惠券"
"359445","50元優惠券"
"359446","推播優惠"
"359449","推播優惠"
"359452","註冊優惠"
"359457","註冊優惠"
"359468","註冊優惠"
"359469","優惠券"
"359479","50元優惠券"
"359480","50元優惠券"
"359496","50元優惠券"
"359497","推播優惠"
"359498","推播優惠"
"359499","推播優惠"
"359517","邀請優惠"
"359518","邀請優惠"
"359556","邀請優惠"
"359557","推播優惠"
"359561","推播優惠"
"359565","註冊優惠"
"359566","推播優惠"
"359569","50元優惠券"
"359585","註冊優惠"
"359586","邀請優惠"
"359587","嗨到集點-十點獎勵"
"359594","嗨到集點-十點獎勵"
"359597","15分未達優惠"
"359599","嗨到集點-三點獎勵"
"359609","15分未達優惠"
"359628","50元優惠券"
"359631","推播優惠"
"359633","推播優惠"
"359637","嗨到集點-三點獎勵"
"359644","優惠券"
"359647","邀請優惠"
"359650","50元優惠券"
"359659","註冊優惠"
"359663","50元優惠券"
"359665","註冊優惠"
"359667","邀請優惠"
"359671","優惠券"
"359686","優惠券"
"359689","優惠券"
"359690","邀請優惠"
"359694","50元優惠券"
"359700","嗨到集點-十點獎勵"
"359727","line首次優惠"
"359737","優惠券"
"359758","優惠券"
"359774","台新信用卡首用優惠"
"359779","優惠券"
"359781","優惠券"
"359783","優惠券"
"359785","優惠券"
"359789","推播優惠"
"359794","註冊優惠"
"359802","推播優惠"
"359805","優惠券"
"359806","註冊優惠"
"359818","嗨到集點-三點獎勵"
"359823","邀請優惠"
"359827","優惠券"
"359835","嗨到集點-三點獎勵"
"359837","優惠券"
"359852","邀請優惠"
"359853","15分未達優惠"
"359856","優惠券"
"359859","推播優惠"
"359880","嗨到集點-六點獎勵"
"359886","50元優惠券"
"359888","line首次優惠"
"359890","註冊優惠"
"359892","註冊優惠"
"359893","註冊優惠"
"359894","註冊優惠"
"359897","15分未達優惠"
"359899","15分未達優惠"
"359900","50元優惠券"
"359905","優惠券"
"359906","邀請優惠"
"359914","15分未達優惠"
"359919","嗨到集點-六點獎勵"
"359920","邀請優惠"
"359922","註冊優惠"
"359925","優惠券"
"359933","邀請優惠"
"359934","邀請優惠"
"359935","邀請優惠"
"359936","邀請優惠"
"359942","推播優惠"
"359944","50元優惠券"
"359953","註冊優惠"
"359954","50元優惠券"
"359959","優惠券"
"359962","優惠券"
"359966","推播優惠"
"359968","邀請優惠"
"359973","推播優惠"
"359981","邀請優惠"
"360005","邀請優惠"
"360007","註冊優惠"
"360010","優惠券"
"360012","註冊優惠"
"360013","註冊優惠"
"360018","15分未達優惠"
"360019","幫朋友叫代駕獎勵"
"360023","嗨到集點-三點獎勵"
"360030","優惠券"
"360031","邀請優惠"
"360032","邀請優惠"
"360034","信用卡綁定優惠"
"360038","註冊優惠"
"360050","邀請優惠"
"360051","嗨到集點-三點獎勵"
"360064","邀請優惠"
"360065","推播優惠"
"360071","50元優惠券"
"360073","優惠券"
"360077","台新信用卡首用優惠"
"360082","信用卡綁定優惠"
"360083","推播優惠"
"360084","優惠券"
"360085","推播優惠"
"360087","推播優惠"
"360096","推播優惠"
